country,crop,year,rainfall_mm,pesticides_tonnes,avg_temp,yield_tonnes_per_ha,country_enc,crop_enc,rainfall_temp_ratio,log_pesticides,heat_stress_index
Albania,Maize,1990,1485.0,121.0,16.37,3.6613,0,1,85.4922,4.804,8.2668
Albania,Potatoes,1990,1485.0,121.0,16.37,6.6667,0,3,85.4922,4.804,8.2668
Albania,"Rice, paddy",1990,1485.0,121.0,16.37,2.3333,0,4,85.4922,4.804,8.2668
Albania,Sorghum,1990,1485.0,121.0,16.37,1.25,0,5,85.4922,4.804,8.2668
Albania,Soybeans,1990,1485.0,121.0,16.37,0.7,0,6,85.4922,4.804,8.2668
Albania,Wheat,1990,1485.0,121.0,16.37,3.0197,0,8,85.4922,4.804,8.2668
Albania,Maize,1991,1485.0,121.0,15.36,2.9068,0,1,90.7702,4.804,7.7568
Albania,Potatoes,1991,1485.0,121.0,15.36,7.7818,0,3,90.7702,4.804,7.7568
Albania,"Rice, paddy",1991,1485.0,121.0,15.36,2.8538,0,4,90.7702,4.804,7.7568
Albania,Sorghum,1991,1485.0,121.0,15.36,0.6667,0,5,90.7702,4.804,7.7568
Albania,Soybeans,1991,1485.0,121.0,15.36,0.6066,0,6,90.7702,4.804,7.7568
Albania,Wheat,1991,1485.0,121.0,15.36,2.0698,0,8,90.7702,4.804,7.7568
Albania,Maize,1992,1485.0,121.0,16.06,2.4876,0,1,87.0457,4.804,8.1103
Albania,Potatoes,1992,1485.0,121.0,16.06,8.292,0,3,87.0457,4.804,8.1103
Albania,"Rice, paddy",1992,1485.0,121.0,16.06,4.0,0,4,87.0457,4.804,8.1103
Albania,Sorghum,1992,1485.0,121.0,16.06,0.3747,0,5,87.0457,4.804,8.1103
Albania,Soybeans,1992,1485.0,121.0,16.06,0.4507,0,6,87.0457,4.804,8.1103
Albania,Wheat,1992,1485.0,121.0,16.06,2.4388,0,8,87.0457,4.804,8.1103
Albania,Maize,1993,1485.0,121.0,16.05,2.4185,0,1,87.0968,4.804,8.1052
Albania,Potatoes,1993,1485.0,121.0,16.05,9.8446,0,3,87.0968,4.804,8.1052
Albania,"Rice, paddy",1993,1485.0,121.0,16.05,4.1786,0,4,87.0968,4.804,8.1052
Albania,Soybeans,1993,1485.0,121.0,16.05,0.7998,0,6,87.0968,4.804,8.1052
Albania,Wheat,1993,1485.0,121.0,16.05,2.9976,0,8,87.0968,4.804,8.1052
Albania,Maize,1994,1485.0,201.0,16.96,2.5848,0,1,82.6837,5.3083,8.5648
Albania,Potatoes,1994,1485.0,201.0,16.96,8.1404,0,3,82.6837,5.3083,8.5648
Albania,Soybeans,1994,1485.0,201.0,16.96,0.7927,0,6,82.6837,5.3083,8.5648
Albania,Wheat,1994,1485.0,201.0,16.96,2.4745,0,8,82.6837,5.3083,8.5648
Albania,Maize,1995,1485.0,251.0,15.67,3.13,0,1,89.0822,5.5294,7.9134
Albania,Potatoes,1995,1485.0,251.0,15.67,11.1323,0,3,89.0822,5.5294,7.9134
Albania,Soybeans,1995,1485.0,251.0,15.67,1.1791,0,6,89.0822,5.5294,7.9134
Albania,Wheat,1995,1485.0,251.0,15.67,2.8703,0,8,89.0822,5.5294,7.9134
Albania,Maize,1996,1485.0,313.96,15.64,3.2604,0,1,89.2428,5.7524,7.8982
Albania,Potatoes,1996,1485.0,313.96,15.64,10.6138,0,3,89.2428,5.7524,7.8982
Albania,Soybeans,1996,1485.0,313.96,15.64,1.548,0,6,89.2428,5.7524,7.8982
Albania,Wheat,1996,1485.0,313.96,15.64,2.1741,0,8,89.2428,5.7524,7.8982
Albania,Maize,1997,1485.0,376.93,15.9,3.1862,0,1,87.8698,5.9347,8.0295
Albania,Potatoes,1997,1485.0,376.93,15.9,10.9874,0,3,87.8698,5.9347,8.0295
Albania,Soybeans,1997,1485.0,376.93,15.9,1.2768,0,6,87.8698,5.9347,8.0295
Albania,Wheat,1997,1485.0,376.93,15.9,2.8516,0,8,87.8698,5.9347,8.0295
Albania,Maize,1998,1485.0,439.89,16.27,3.3416,0,1,85.9873,6.0888,8.2164
Albania,Potatoes,1998,1485.0,439.89,16.27,12.7212,0,3,85.9873,6.0888,8.2164
Albania,Soybeans,1998,1485.0,439.89,16.27,1.4327,0,6,85.9873,6.0888,8.2164
Albania,Wheat,1998,1485.0,439.89,16.27,2.8037,0,8,85.9873,6.0888,8.2164
Albania,Maize,1999,1485.0,502.86,16.57,3.7455,0,1,84.5191,6.2223,8.3678
Albania,Potatoes,1999,1485.0,502.86,16.57,14.2018,0,3,84.5191,6.2223,8.3678
Albania,Soybeans,1999,1485.0,502.86,16.57,1.7143,0,6,84.5191,6.2223,8.3678
Albania,Wheat,1999,1485.0,502.86,16.57,2.4954,0,8,84.5191,6.2223,8.3678
Albania,Maize,2000,1485.0,565.82,16.67,3.8811,0,1,84.0407,6.34,8.4184
Albania,Potatoes,2000,1485.0,565.82,16.67,14.1228,0,3,84.0407,6.34,8.4184
Albania,Soybeans,2000,1485.0,565.82,16.67,1.5,0,6,84.0407,6.34,8.4184
Albania,Wheat,2000,1485.0,565.82,16.67,3.0455,0,8,84.0407,6.34,8.4184
Albania,Maize,2001,1485.0,628.79,16.59,3.8135,0,1,84.423,6.4454,8.378
Albania,Potatoes,2001,1485.0,628.79,16.59,14.8818,0,3,84.423,6.4454,8.378
Albania,Soybeans,2001,1485.0,628.79,16.59,2.0,0,6,84.423,6.4454,8.378
Albania,Wheat,2001,1485.0,628.79,16.59,2.822,0,8,84.423,6.4454,8.378
Albania,Maize,2002,1485.0,691.75,16.47,3.946,0,1,85.0029,6.5407,8.3174
Albania,Potatoes,2002,1485.0,691.75,16.47,15.3868,0,3,85.0029,6.5407,8.3174
Albania,Soybeans,2002,1485.0,691.75,16.47,2.0,0,6,85.0029,6.5407,8.3174
Albania,Wheat,2002,1485.0,691.75,16.47,3.1617,0,8,85.0029,6.5407,8.3174
Albania,Maize,2004,1485.0,817.68,16.16,4.6197,0,1,86.5385,6.7077,8.1608
Albania,Potatoes,2004,1485.0,817.68,16.16,14.9346,0,3,86.5385,6.7077,8.1608
Albania,Soybeans,2004,1485.0,817.68,16.16,1.3333,0,6,86.5385,6.7077,8.1608
Albania,Wheat,2004,1485.0,817.68,16.16,3.113,0,8,86.5385,6.7077,8.1608
Albania,Maize,2005,1485.0,880.64,15.67,4.5442,0,1,89.0822,6.7818,7.9134
Albania,Potatoes,2005,1485.0,880.64,15.67,16.7061,0,3,89.0822,6.7818,7.9134
Albania,Soybeans,2005,1485.0,880.64,15.67,1.75,0,6,89.0822,6.7818,7.9134
Albania,Wheat,2005,1485.0,880.64,15.67,3.1582,0,8,89.0822,6.7818,7.9134
Albania,Maize,2006,1485.0,943.61,15.92,5.0111,0,1,87.766,6.8508,8.0396
Albania,Potatoes,2006,1485.0,943.61,15.92,17.0745,0,3,87.766,6.8508,8.0396
Albania,Soybeans,2006,1485.0,943.61,15.92,2.0,0,6,87.766,6.8508,8.0396
Albania,Wheat,2006,1485.0,943.61,15.92,3.0787,0,8,87.766,6.8508,8.0396
Albania,Maize,2007,1485.0,1006.57,16.67,4.6732,0,1,84.0407,6.9153,8.4184
Albania,Potatoes,2007,1485.0,1006.57,16.67,18.8902,0,3,84.0407,6.9153,8.4184
Albania,Soybeans,2007,1485.0,1006.57,16.67,2.0,0,6,84.0407,6.9153,8.4184
Albania,Wheat,2007,1485.0,1006.57,16.67,3.5496,0,8,84.0407,6.9153,8.4184
Albania,Maize,2008,1485.0,1069.54,16.71,5.0,0,1,83.8509,6.9759,8.4386
Albania,Potatoes,2008,1485.0,1069.54,16.71,19.3878,0,3,83.8509,6.9759,8.4386
Albania,Soybeans,2008,1485.0,1069.54,16.71,2.0,0,6,83.8509,6.9759,8.4386
Albania,Wheat,2008,1485.0,1069.54,16.71,4.0168,0,8,83.8509,6.9759,8.4386
Albania,Maize,2009,1485.0,1132.5,16.73,5.5693,0,1,83.7563,7.0331,8.4486
Albania,Potatoes,2009,1485.0,1132.5,16.73,21.978,0,3,83.7563,7.0331,8.4486
Albania,Soybeans,2009,1485.0,1132.5,16.73,1.6667,0,6,83.7563,7.0331,8.4486
Albania,Wheat,2009,1485.0,1132.5,16.73,4.0229,0,8,83.7563,7.0331,8.4486
Albania,Maize,2010,1485.0,1311.17,16.52,6.679,0,1,84.7603,7.1794,8.3426
Albania,Potatoes,2010,1485.0,1311.17,16.52,23.1111,0,3,84.7603,7.1794,8.3426
Albania,Soybeans,2010,1485.0,1311.17,16.52,1.6667,0,6,84.7603,7.1794,8.3426
Albania,Wheat,2010,1485.0,1311.17,16.52,3.9905,0,8,84.7603,7.1794,8.3426
Albania,Maize,2011,1485.0,1302.63,16.45,5.9869,0,1,85.1003,7.1729,8.3072
Albania,Potatoes,2011,1485.0,1302.63,16.45,24.2211,0,3,85.1003,7.1729,8.3072
Albania,Soybeans,2011,1485.0,1302.63,16.45,1.8519,0,6,85.1003,7.1729,8.3072
Albania,Wheat,2011,1485.0,1302.63,16.45,4.2301,0,8,85.1003,7.1729,8.3072
Albania,Maize,2012,1485.0,766.25,16.7,6.729,0,1,83.8983,6.6428,8.4335
Albania,Potatoes,2012,1485.0,766.25,16.7,25.0538,0,3,83.8983,6.6428,8.4335
Albania,Soybeans,2012,1485.0,766.25,16.7,1.3333,0,6,83.8983,6.6428,8.4335
Albania,Wheat,2012,1485.0,766.25,16.7,4.1096,0,8,83.8983,6.6428,8.4335
Albania,Maize,2013,1485.0,982.32,17.41,6.9533,0,1,80.6627,6.8909,8.792
Albania,Potatoes,2013,1485.0,982.32,17.41,26.011,0,3,80.6627,6.8909,8.792
Albania,Soybeans,2013,1485.0,982.32,17.41,1.0,0,6,80.6627,6.8909,8.792
Albania,Wheat,2013,1485.0,982.32,17.41,4.1292,0,8,80.6627,6.8909,8.792
Algeria,Maize,1990,89.0,1828.92,17.48,1.65,1,1,4.816,7.512,16.9614
Algeria,Potatoes,1990,89.0,1828.92,17.48,7.8936,1,3,4.816,7.512,16.9614
Algeria,"Rice, paddy",1990,89.0,1828.92,17.48,2.8,1,4,4.816,7.512,16.9614
Algeria,Sorghum,1990,89.0,1828.92,17.48,1.6571,1,5,4.816,7.512,16.9614
Algeria,Wheat,1990,89.0,1828.92,17.48,0.6315,1,8,4.816,7.512,16.9614
Algeria,Maize,1991,89.0,2461.8,16.26,1.9231,1,1,5.1564,7.8091,15.7776
Algeria,Potatoes,1991,89.0,2461.8,16.26,9.0747,1,3,5.1564,7.8091,15.7776
Algeria,"Rice, paddy",1991,89.0,2461.8,16.26,2.6786,1,4,5.1564,7.8091,15.7776
Algeria,Sorghum,1991,89.0,2461.8,16.26,2.4231,1,5,5.1564,7.8091,15.7776
Algeria,Wheat,1991,89.0,2461.8,16.26,1.0809,1,8,5.1564,7.8091,15.7776
Algeria,Maize,1992,89.0,1215.47,16.27,2.2828,1,1,5.1534,7.1037,15.7873
Algeria,Potatoes,1992,89.0,1215.47,16.27,10.7917,1,3,5.1534,7.1037,15.7873
Algeria,"Rice, paddy",1992,89.0,1215.47,16.27,2.4733,1,4,5.1534,7.1037,15.7873
Algeria,Sorghum,1992,89.0,1215.47,16.27,4.0,1,5,5.1534,7.1037,15.7873
Algeria,Wheat,1992,89.0,1215.47,16.27,0.9939,1,8,5.1534,7.1037,15.7873
Algeria,Maize,1993,89.0,1021.89,17.0,1.25,1,1,4.9444,6.9304,16.4957
Algeria,Potatoes,1993,89.0,1021.89,17.0,11.1215,1,3,4.9444,6.9304,16.4957
Algeria,"Rice, paddy",1993,89.0,1021.89,17.0,2.3111,1,4,4.9444,6.9304,16.4957
Algeria,Sorghum,1993,89.0,1021.89,17.0,5.0,1,5,4.9444,6.9304,16.4957
Algeria,Wheat,1993,89.0,1021.89,17.0,0.8097,1,8,4.9444,6.9304,16.4957
Algeria,Maize,1994,89.0,1255.02,17.88,0.4512,1,1,4.714,7.1357,17.3496
Algeria,Potatoes,1994,89.0,1255.02,17.88,9.5078,1,3,4.714,7.1357,17.3496
Algeria,"Rice, paddy",1994,89.0,1255.02,17.88,2.1374,1,4,4.714,7.1357,17.3496
Algeria,Wheat,1994,89.0,1255.02,17.88,0.7999,1,8,4.714,7.1357,17.3496
Algeria,Maize,1995,89.0,2697.09,17.36,1.6115,1,1,4.8475,7.9003,16.845
Algeria,Potatoes,1995,89.0,2697.09,17.36,13.6768,1,3,4.8475,7.9003,16.845
Algeria,"Rice, paddy",1995,89.0,2697.09,17.36,1.9598,1,4,4.8475,7.9003,16.845
Algeria,Sorghum,1995,89.0,2697.09,17.36,1.2667,1,5,4.8475,7.9003,16.845
Algeria,Wheat,1995,89.0,2697.09,17.36,0.8924,1,8,4.8475,7.9003,16.845
Algeria,Maize,1996,89.0,479.77,16.76,1.7154,1,1,5.0113,6.1754,16.2628
Algeria,Potatoes,1996,89.0,479.77,16.76,13.4629,1,3,5.0113,6.1754,16.2628
Algeria,"Rice, paddy",1996,89.0,479.77,16.76,1.7861,1,4,5.0113,6.1754,16.2628
Algeria,Sorghum,1996,89.0,479.77,16.76,1.475,1,5,5.0113,6.1754,16.2628
Algeria,Wheat,1996,89.0,479.77,16.76,1.309,1,8,5.0113,6.1754,16.2628
Algeria,Maize,1997,89.0,401.22,17.84,2.1417,1,1,4.724,5.997,17.3107
Algeria,Potatoes,1997,89.0,401.22,17.84,14.1042,1,3,4.724,5.997,17.3107
Algeria,"Rice, paddy",1997,89.0,401.22,17.84,1.5,1,4,4.724,5.997,17.3107
Algeria,Sorghum,1997,89.0,401.22,17.84,4.0,1,5,4.724,5.997,17.3107
Algeria,Wheat,1997,89.0,401.22,17.84,0.8016,1,8,4.724,5.997,17.3107
Algeria,Maize,1998,89.0,322.84,17.14,1.7222,1,1,4.9063,5.7802,16.6315
Algeria,Potatoes,1998,89.0,322.84,17.14,16.0256,1,3,4.9063,5.7802,16.6315
Algeria,"Rice, paddy",1998,89.0,322.84,17.14,1.5,1,4,4.9063,5.7802,16.6315
Algeria,Sorghum,1998,89.0,322.84,17.14,2.45,1,5,4.9063,5.7802,16.6315
Algeria,Wheat,1998,89.0,322.84,17.14,0.8847,1,8,4.9063,5.7802,16.6315
Algeria,Maize,1999,89.0,654.45,17.97,2.2375,1,1,4.6916,6.4853,17.4369
Algeria,Potatoes,1999,89.0,654.45,17.97,15.3532,1,3,4.6916,6.4853,17.4369
Algeria,"Rice, paddy",1999,89.0,654.45,17.97,1.3942,1,4,4.6916,6.4853,17.4369
Algeria,Sorghum,1999,89.0,654.45,17.97,2.7,1,5,4.6916,6.4853,17.4369
Algeria,Wheat,1999,89.0,654.45,17.97,1.0711,1,8,4.6916,6.4853,17.4369
Algeria,Maize,2000,89.0,603.67,17.9,3.6186,1,1,4.709,6.4047,17.369
Algeria,Potatoes,2000,89.0,603.67,17.9,16.6143,1,3,4.709,6.4047,17.369
Algeria,"Rice, paddy",2000,89.0,603.67,17.9,1.3052,1,4,4.709,6.4047,17.369
Algeria,Sorghum,2000,89.0,603.67,17.9,6.95,1,5,4.709,6.4047,17.369
Algeria,Wheat,2000,89.0,603.67,17.9,0.9194,1,8,4.709,6.4047,17.369
Algeria,Maize,2001,89.0,710.11,18.13,2.7175,1,1,4.6524,6.5668,17.5921
Algeria,Potatoes,2001,89.0,710.11,18.13,14.7018,1,3,4.6524,6.5668,17.5921
Algeria,"Rice, paddy",2001,89.0,710.11,18.13,1.2314,1,4,4.6524,6.5668,17.5921
Algeria,Sorghum,2001,89.0,710.11,18.13,2.775,1,5,4.6524,6.5668,17.5921
Algeria,Wheat,2001,89.0,710.11,18.13,1.1104,1,8,4.6524,6.5668,17.5921
Algeria,Maize,2002,89.0,816.55,17.85,3.348,1,1,4.7215,6.7063,17.3204
Algeria,Potatoes,2002,89.0,816.55,17.85,18.3774,1,3,4.7215,6.7063,17.3204
Algeria,"Rice, paddy",2002,89.0,816.55,17.85,1.2959,1,4,4.7215,6.7063,17.3204
Algeria,Sorghum,2002,89.0,816.55,17.85,3.39,1,5,4.7215,6.7063,17.3204
Algeria,Wheat,2002,89.0,816.55,17.85,1.0739,1,8,4.7215,6.7063,17.3204
Algeria,Maize,2004,89.0,3747.86,17.38,3.1729,1,1,4.8422,8.2292,16.8644
Algeria,Potatoes,2004,89.0,3747.86,17.38,20.3585,1,3,4.8422,8.2292,16.8644
Algeria,"Rice, paddy",2004,89.0,3747.86,17.38,1.2829,1,4,4.8422,8.2292,16.8644
Algeria,Sorghum,2004,89.0,3747.86,17.38,4.3316,1,5,4.8422,8.2292,16.8644
Algeria,Wheat,2004,89.0,3747.86,17.38,1.3582,1,8,4.8422,8.2292,16.8644
Algeria,Maize,2005,89.0,3662.87,17.19,3.3864,1,1,4.8928,8.2063,16.68
Algeria,Potatoes,2005,89.0,3662.87,17.19,21.6267,1,3,4.8928,8.2063,16.68
Algeria,"Rice, paddy",2005,89.0,3662.87,17.19,1.2998,1,4,4.8928,8.2063,16.68
Algeria,Sorghum,2005,89.0,3662.87,17.19,3.3486,1,5,4.8928,8.2063,16.68
Algeria,Wheat,2005,89.0,3662.87,17.19,1.5057,1,8,4.8928,8.2063,16.68
Algeria,Maize,2006,89.0,4110.72,18.13,6.5668,1,1,4.6524,8.3216,17.5921
Algeria,Potatoes,2006,89.0,4110.72,18.13,22.0689,1,3,4.6524,8.3216,17.5921
Algeria,"Rice, paddy",2006,89.0,4110.72,18.13,1.2769,1,4,4.6524,8.3216,17.5921
Algeria,Sorghum,2006,89.0,4110.72,18.13,5.6728,1,5,4.6524,8.3216,17.5921
Algeria,Wheat,2006,89.0,4110.72,18.13,1.5068,1,8,4.6524,8.3216,17.5921
Algeria,Maize,2007,89.0,5390.79,17.42,8.5625,1,1,4.8317,8.5926,16.9032
Algeria,Potatoes,2007,89.0,5390.79,17.42,18.9927,1,3,4.8317,8.5926,16.9032
Algeria,"Rice, paddy",2007,89.0,5390.79,17.42,1.3375,1,4,4.8317,8.5926,16.9032
Algeria,Sorghum,2007,89.0,5390.79,17.42,11.9059,1,5,4.8317,8.5926,16.9032
Algeria,Wheat,2007,89.0,5390.79,17.42,1.2742,1,8,4.8317,8.5926,16.9032
Algeria,Maize,2008,89.0,11556.12,17.55,4.4714,1,1,4.7978,9.3551,17.0294
Algeria,Potatoes,2008,89.0,11556.12,17.55,23.6393,1,3,4.7978,9.3551,17.0294
Algeria,"Rice, paddy",2008,89.0,11556.12,17.55,1.3952,1,4,4.7978,9.3551,17.0294
Algeria,Sorghum,2008,89.0,11556.12,17.55,6.1786,1,5,4.7978,9.3551,17.0294
Algeria,Wheat,2008,89.0,11556.12,17.55,1.1038,1,8,4.7978,9.3551,17.0294
Algeria,Maize,2009,89.0,3867.99,17.78,3.0914,1,1,4.7391,8.2607,17.2525
Algeria,Potatoes,2009,89.0,3867.99,17.78,25.0764,1,3,4.7391,8.2607,17.2525
Algeria,"Rice, paddy",2009,89.0,3867.99,17.78,1.4594,1,4,4.7391,8.2607,17.2525
Algeria,Sorghum,2009,89.0,3867.99,17.78,9.0465,1,5,4.7391,8.2607,17.2525
Algeria,Wheat,2009,89.0,3867.99,17.78,1.5975,1,8,4.7391,8.2607,17.2525
Algeria,Maize,2010,89.0,1295.88,17.59,2.5827,1,1,4.7875,7.1677,17.0682
Algeria,Potatoes,2010,89.0,1295.88,17.59,27.0526,1,3,4.7875,7.1677,17.0682
Algeria,"Rice, paddy",2010,89.0,1295.88,17.59,1.5305,1,4,4.7875,7.1677,17.0682
Algeria,Sorghum,2010,89.0,1295.88,17.59,3.0286,1,5,4.7875,7.1677,17.0682
Algeria,Wheat,2010,89.0,1295.88,17.59,1.4838,1,8,4.7875,7.1677,17.0682
Algeria,Maize,2011,89.0,13861.76,17.79,2.3374,1,1,4.7366,9.537,17.2622
Algeria,Potatoes,2011,89.0,13861.76,17.79,29.2806,1,3,4.7366,9.537,17.2622
Algeria,"Rice, paddy",2011,89.0,13861.76,17.79,1.6081,1,4,4.7366,9.537,17.2622
Algeria,Sorghum,2011,89.0,13861.76,17.79,10.0,1,5,4.7366,9.537,17.2622
Algeria,Wheat,2011,89.0,13861.76,17.79,1.7405,1,8,4.7366,9.537,17.2622
Algeria,Maize,2012,89.0,17379.76,17.91,2.5583,1,1,4.7065,9.7631,17.3787
Algeria,Potatoes,2012,89.0,17379.76,17.91,30.4291,1,3,4.7065,9.7631,17.3787
Algeria,"Rice, paddy",2012,89.0,17379.76,17.91,1.6667,1,4,4.7065,9.7631,17.3787
Algeria,Sorghum,2012,89.0,17379.76,17.91,20.6,1,5,4.7065,9.7631,17.3787
Algeria,Wheat,2012,89.0,17379.76,17.91,1.7639,1,8,4.7065,9.7631,17.3787
Algeria,Maize,2013,89.0,17278.65,17.65,3.3649,1,1,4.7721,9.7573,17.1264
Algeria,Potatoes,2013,89.0,17278.65,17.65,30.3218,1,3,4.7721,9.7573,17.1264
Algeria,"Rice, paddy",2013,89.0,17278.65,17.65,1.7778,1,4,4.7721,9.7573,17.1264
Algeria,Sorghum,2013,89.0,17278.65,17.65,6.0,1,5,4.7721,9.7573,17.1264
Algeria,Wheat,2013,89.0,17278.65,17.65,1.91,1,8,4.7721,9.7573,17.1264
Angola,Cassava,1990,1010.0,64.0,24.12,4.1177,2,0,40.207,4.1744,15.9996
Angola,Maize,1990,1010.0,64.0,24.12,0.2736,2,1,40.207,4.1744,15.9996
Angola,Potatoes,1990,1010.0,64.0,24.12,4.0,2,3,40.207,4.1744,15.9996
Angola,"Rice, paddy",1990,1010.0,64.0,24.12,0.9512,2,4,40.207,4.1744,15.9996
Angola,Sweet potatoes,1990,1010.0,64.0,24.12,8.9342,2,7,40.207,4.1744,15.9996
Angola,Wheat,1990,1010.0,64.0,24.12,0.7995,2,8,40.207,4.1744,15.9996
Angola,Cassava,1991,1010.0,79.0,24.02,4.0295,2,0,40.3677,4.382,15.9333
Angola,Maize,1991,1010.0,79.0,24.02,0.4013,2,1,40.3677,4.382,15.9333
Angola,Potatoes,1991,1010.0,79.0,24.02,4.0,2,3,40.3677,4.382,15.9333
Angola,"Rice, paddy",1991,1010.0,79.0,24.02,1.0,2,4,40.3677,4.382,15.9333
Angola,Sweet potatoes,1991,1010.0,79.0,24.02,8.3001,2,7,40.3677,4.382,15.9333
Angola,Wheat,1991,1010.0,79.0,24.02,0.8,2,8,40.3677,4.382,15.9333
Angola,Cassava,1992,1010.0,23.0,23.96,4.2295,2,0,40.4647,3.1781,15.8935
Angola,Maize,1992,1010.0,23.0,23.96,0.3778,2,1,40.4647,3.1781,15.8935
Angola,Potatoes,1992,1010.0,23.0,23.96,4.0,2,3,40.4647,3.1781,15.8935
Angola,"Rice, paddy",1992,1010.0,23.0,23.96,0.9106,2,4,40.4647,3.1781,15.8935
Angola,Sweet potatoes,1992,1010.0,23.0,23.96,9.0,2,7,40.4647,3.1781,15.8935
Angola,Wheat,1992,1010.0,23.0,23.96,0.8,2,8,40.4647,3.1781,15.8935
Angola,Cassava,1993,1010.0,169.0,24.15,4.2295,2,0,40.159,5.1358,16.0195
Angola,Maize,1993,1010.0,169.0,24.15,0.2627,2,1,40.159,5.1358,16.0195
Angola,Potatoes,1993,1010.0,169.0,24.15,7.0,2,3,40.159,5.1358,16.0195
Angola,"Rice, paddy",1993,1010.0,169.0,24.15,0.8,2,4,40.159,5.1358,16.0195
Angola,Sweet potatoes,1993,1010.0,169.0,24.15,8.8095,2,7,40.159,5.1358,16.0195
Angola,Wheat,1993,1010.0,169.0,24.15,0.8876,2,8,40.159,5.1358,16.0195
Angola,Cassava,1994,1010.0,25.5,24.04,5.8596,2,0,40.3355,3.2771,15.9465
Angola,Maize,1994,1010.0,25.5,24.04,0.2463,2,1,40.3355,3.2771,15.9465
Angola,Potatoes,1994,1010.0,25.5,24.04,9.0,2,3,40.3355,3.2771,15.9465
Angola,"Rice, paddy",1994,1010.0,25.5,24.04,0.875,2,4,40.3355,3.2771,15.9465
Angola,Sweet potatoes,1994,1010.0,25.5,24.04,8.3192,2,7,40.3355,3.2771,15.9465
Angola,Wheat,1994,1010.0,25.5,24.04,1.0,2,8,40.3355,3.2771,15.9465
Angola,Cassava,1995,1010.0,336.0,24.56,5.1,2,0,39.5149,5.8201,16.2915
Angola,Maize,1995,1010.0,336.0,24.56,0.3517,2,1,39.5149,5.8201,16.2915
Angola,Potatoes,1995,1010.0,336.0,24.56,7.6738,2,3,39.5149,5.8201,16.2915
Angola,"Rice, paddy",1995,1010.0,336.0,24.56,1.4615,2,4,39.5149,5.8201,16.2915
Angola,Sweet potatoes,1995,1010.0,336.0,24.56,8.1138,2,7,39.5149,5.8201,16.2915
Angola,Wheat,1995,1010.0,336.0,24.56,1.1855,2,8,39.5149,5.8201,16.2915
Angola,Cassava,1996,1010.0,40.0,24.11,4.8077,2,0,40.223,3.7136,15.993
Angola,Maize,1996,1010.0,40.0,24.11,0.6993,2,1,40.223,3.7136,15.993
Angola,Potatoes,1996,1010.0,40.0,24.11,7.0,2,3,40.223,3.7136,15.993
Angola,"Rice, paddy",1996,1010.0,40.0,24.11,1.75,2,4,40.223,3.7136,15.993
Angola,Sweet potatoes,1996,1010.0,40.0,24.11,8.5455,2,7,40.223,3.7136,15.993
Angola,Wheat,1996,1010.0,40.0,24.11,1.3738,2,8,40.223,3.7136,15.993
Angola,Cassava,1997,1010.0,40.0,24.06,4.4205,2,0,40.3033,3.7136,15.9598
Angola,Maize,1997,1010.0,40.0,24.06,0.5959,2,1,40.3033,3.7136,15.9598
Angola,Potatoes,1997,1010.0,40.0,24.06,6.8571,2,3,40.3033,3.7136,15.9598
Angola,"Rice, paddy",1997,1010.0,40.0,24.06,2.0,2,4,40.3033,3.7136,15.9598
Angola,Sweet potatoes,1997,1010.0,40.0,24.06,7.8098,2,7,40.3033,3.7136,15.9598
Angola,Wheat,1997,1010.0,40.0,24.06,1.5509,2,8,40.3033,3.7136,15.9598
Angola,Cassava,1998,1010.0,40.0,24.96,5.5728,2,0,38.906,3.7136,16.5568
Angola,Maize,1998,1010.0,40.0,24.96,0.7396,2,1,38.906,3.7136,16.5568
Angola,Potatoes,1998,1010.0,40.0,24.96,6.2724,2,3,38.906,3.7136,16.5568
Angola,"Rice, paddy",1998,1010.0,40.0,24.96,2.0,2,4,38.906,3.7136,16.5568
Angola,Sweet potatoes,1998,1010.0,40.0,24.96,7.6256,2,7,38.906,3.7136,16.5568
Angola,Wheat,1998,1010.0,40.0,24.96,1.7143,2,8,38.906,3.7136,16.5568
Angola,Cassava,1999,1010.0,40.0,24.37,5.9821,2,0,39.8108,3.7136,16.1654
Angola,Maize,1999,1010.0,40.0,24.37,0.6361,2,1,39.8108,3.7136,16.1654
Angola,Potatoes,1999,1010.0,40.0,24.37,5.4597,2,3,39.8108,3.7136,16.1654
Angola,"Rice, paddy",1999,1010.0,40.0,24.37,1.4235,2,4,39.8108,3.7136,16.1654
Angola,Sweet potatoes,1999,1010.0,40.0,24.37,8.2865,2,7,39.8108,3.7136,16.1654
Angola,Wheat,1999,1010.0,40.0,24.37,1.7391,2,8,39.8108,3.7136,16.1654
Angola,Cassava,2000,1010.0,40.0,24.41,8.2992,2,0,39.7481,3.7136,16.192
Angola,Maize,2000,1010.0,40.0,24.41,0.5745,2,1,39.7481,3.7136,16.192
Angola,Potatoes,2000,1010.0,40.0,24.41,2.9885,2,3,39.7481,3.7136,16.192
Angola,"Rice, paddy",2000,1010.0,40.0,24.41,1.3454,2,4,39.7481,3.7136,16.192
Angola,Sorghum,2000,1010.0,40.0,24.41,0.3333,2,5,39.7481,3.7136,16.192
Angola,Soybeans,2000,1010.0,40.0,24.41,0.2333,2,6,39.7481,3.7136,16.192
Angola,Sweet potatoes,2000,1010.0,40.0,24.41,3.4938,2,7,39.7481,3.7136,16.192
